temperature_2m_mean,temperature_2m_min,shortwave_radiation_sum,daylight_duration,sunshine_duration,et0_fao_evapotranspiration,rain_sum,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,month,apparent_temperature_max,datetime
26.9,23.2,17.88,40747.05,36354.21,3.74,1.3,1.3,8.9,25.6,1,37.4,2024-01-10
26.6,23.8,16.21,40767.82,36210.7,3.62,0.0,0.0,11.8,31.0,1,34.3,2024-01-11
26.2,23.3,16.12,40789.45,34900.93,3.88,0.0,0.0,14.7,32.4,1,32.3,2024-01-12
26.4,23.3,17.15,40811.91,36302.41,4.47,0.0,0.0,21.3,42.5,1,32.0,2024-01-13
26.5,23.6,16.48,40835.42,36683.73,4.0,0.1,0.1,14.3,32.0,1,32.5,2024-01-14
26.2,22.3,17.6,40860.07,36988.59,3.96,0.3,0.3,11.9,28.4,1,33.2,2024-01-15
25.8,22.6,19.23,40885.82,36990.54,4.47,0.0,0.0,18.9,40.3,1,31.6,2024-01-16
25.5,22.0,18.56,40912.62,34781.63,4.34,0.0,0.0,18.5,39.6,1,30.9,2024-01-17
25.4,20.0,15.76,40940.41,37146.14,3.8,0.2,0.2,17.3,36.7,1,33.0,2024-01-18
26.6,22.2,16.39,40969.15,36906.49,4.09,0.2,0.2,19.8,41.4,1,33.7,2024-01-19
26.3,21.5,17.61,40998.8,37023.66,3.89,4.1,4.1,9.9,24.5,1,34.4,2024-01-20
27.2,23.0,17.9,41029.31,37028.61,3.84,1.8,1.8,8.9,16.9,1,36.4,2024-01-21
26.9,23.3,15.05,41060.64,32859.67,3.52,2.2,2.2,17.3,34.6,1,35.1,2024-01-22
26.2,23.2,15.48,41092.73,37322.16,3.07,11.6,11.6,8.0,23.4,1,33.8,2024-01-23
26.2,23.3,15.21,41125.55,36811.98,3.57,0.0,0.0,14.8,32.0,1,31.6,2024-01-24
25.8,23.4,15.58,41159.04,37259.75,4.23,0.0,0.0,16.3,33.1,1,32.9,2024-01-25
24.9,21.7,14.28,41193.16,35064.54,3.77,0.0,0.0,19.5,37.8,1,30.5,2024-01-26
24.1,19.3,17.83,41227.88,36360.52,4.2,0.0,0.0,20.3,42.8,1,29.0,2024-01-27
24.3,19.4,17.85,41263.14,37827.14,4.27,0.0,0.0,23.8,47.5,1,30.0,2024-01-28
25.1,21.8,18.86,41298.91,37860.46,4.54,0.2,0.2,23.7,48.2,1,30.2,2024-01-29
25.0,19.1,17.97,41335.14,37890.18,4.36,0.0,0.0,20.1,41.8,1,31.6,2024-01-30
26.0,21.0,16.04,41371.8,37988.75,3.99,0.2,0.2,19.5,40.7,1,33.0,2024-01-31
26.6,21.8,19.17,41408.83,37950.21,4.58,0.1,0.1,22.2,45.4,2,33.9,2024-02-01
27.2,22.8,18.43,41446.21,36565.87,4.74,0.0,0.0,21.6,44.6,2,34.2,2024-02-02
27.2,23.0,20.04,41484.26,38007.46,4.89,0.0,0.0,20.8,42.8,2,35.3,2024-02-03
27.8,23.0,21.02,41523.12,38243.39,5.28,0.0,0.0,20.4,43.2,2,36.1,2024-02-04
27.4,22.7,17.52,41562.73,38197.12,4.69,0.4,0.4,19.2,41.0,2,36.1,2024-02-05
27.2,21.9,19.52,41603.05,38371.91,4.73,0.0,0.0,16.6,34.9,2,37.2,2024-02-06
27.3,22.3,21.44,41644.04,38474.53,5.23,0.0,0.0,20.0,43.2,2,36.8,2024-02-07
27.1,21.0,20.62,41685.63,38425.47,4.74,0.0,0.0,17.0,32.8,2,37.0,2024-02-08
27.1,22.0,19.56,41727.79,38451.28,4.36,2.8,2.8,12.0,24.1,2,37.1,2024-02-09
27.1,23.3,19.93,41770.46,38397.61,4.71,0.2,0.2,17.4,37.8,2,34.6,2024-02-10
26.6,22.4,21.74,41813.61,38500.91,5.02,0.0,0.0,16.1,36.0,2,34.0,2024-02-11
26.0,23.2,20.62,41857.18,38281.11,4.98,0.0,0.0,23.7,48.2,2,31.0,2024-02-12
26.6,23.0,19.44,41901.12,38300.48,4.83,0.0,0.0,19.6,42.1,2,33.2,2024-02-13
27.6,23.6,20.27,41945.41,38402.68,5.1,0.0,0.0,23.1,47.5,2,34.7,2024-02-14
28.0,23.4,18.04,41989.98,38421.67,4.76,0.0,0.0,18.5,39.2,2,36.4,2024-02-15
27.1,22.5,15.24,42034.8,36368.88,3.81,1.6,1.6,15.9,32.4,2,35.2,2024-02-16
27.3,22.4,19.87,42079.82,38894.47,5.27,0.0,0.0,23.2,46.4,2,33.9,2024-02-17
27.9,22.5,19.51,42125.0,39094.9,5.12,0.0,0.0,19.5,40.3,2,35.9,2024-02-18
27.8,24.6,20.71,42170.3,38849.6,5.54,0.0,0.0,22.4,46.1,2,34.7,2024-02-19
27.7,23.1,23.44,42215.69,38960.98,5.82,0.0,0.0,21.0,43.9,2,35.0,2024-02-20
27.6,23.0,20.24,42261.12,39259.29,5.46,0.0,0.0,22.7,47.2,2,33.6,2024-02-21
28.0,21.4,19.55,42306.54,39470.53,5.17,0.0,0.0,22.2,45.0,2,35.6,2024-02-22
27.6,22.0,20.38,42352.3,39210.28,5.25,0.1,0.1,22.3,46.1,2,35.4,2024-02-23
28.3,22.1,21.93,42398.54,39520.0,5.36,0.0,0.0,20.1,41.4,2,37.1,2024-02-24
28.3,25.9,17.91,42445.23,38565.62,4.62,0.2,0.2,20.2,45.4,2,35.9,2024-02-25
27.4,24.1,23.34,42492.31,39367.68,5.92,0.0,0.0,19.1,42.1,2,33.9,2024-02-26
26.8,21.3,22.49,42539.77,39687.97,5.73,0.0,0.0,21.6,45.0,2,33.2,2024-02-27
26.5,20.8,23.75,42587.54,39709.98,6.08,0.0,0.0,22.3,45.7,2,33.1,2024-02-28
27.4,22.4,21.66,42635.61,39318.38,5.76,0.0,0.0,24.1,48.6,2,34.4,2024-02-29
27.5,21.7,18.68,42683.93,40064.8,5.0,0.0,0.0,17.3,33.8,3,34.8,2024-03-01
27.0,22.0,17.22,42732.45,33762.62,4.68,0.1,0.1,17.0,37.4,3,33.3,2024-03-02
27.1,21.8,22.6,42781.15,40110.47,5.81,0.0,0.0,20.5,43.6,3,34.3,2024-03-03
27.8,22.5,19.27,42829.98,40023.42,5.01,0.7,0.7,21.4,45.4,3,36.0,2024-03-04
28.5,24.7,24.39,42878.92,40372.16,6.51,0.0,0.0,19.4,41.4,3,35.6,2024-03-05
28.3,20.7,25.37,42927.91,40428.21,5.74,0.0,0.0,9.7,24.8,3,39.3,2024-03-06
28.2,22.5,19.83,42976.94,40478.94,4.97,0.0,0.0,16.9,33.8,3,38.5,2024-03-07
27.9,23.8,19.77,43025.95,40436.41,5.09,0.9,0.9,19.8,40.0,3,36.3,2024-03-08
27.8,24.3,19.67,43074.92,40456.16,4.94,0.8,0.8,21.2,43.6,3,35.2,2024-03-09
27.7,23.9,21.55,43123.8,39778.68,5.38,0.0,0.0,17.8,39.2,3,35.3,2024-03-10
27.7,23.7,16.55,43172.57,39291.78,4.22,0.4,0.4,16.2,36.0,3,34.3,2024-03-11
27.0,23.7,18.51,43221.18,40274.06,4.0,18.4,18.4,12.7,28.4,3,36.2,2024-03-12
27.5,24.2,21.1,43269.62,40527.74,4.9,0.0,0.0,19.1,40.3,3,35.3,2024-03-13
27.6,23.5,21.83,43318.16,40828.84,5.22,1.0,1.0,16.6,36.4,3,35.2,2024-03-14
27.2,23.6,17.63,43366.97,37524.09,4.25,3.0,3.0,18.8,40.0,3,34.6,2024-03-15
27.9,24.0,22.22,43416.01,39958.48,5.43,2.2,2.2,18.4,39.2,3,35.9,2024-03-16
27.8,23.5,20.7,43465.25,40977.33,4.75,0.9,0.9,14.2,30.6,3,36.4,2024-03-17
27.7,22.8,22.8,43514.65,41027.0,5.5,1.3,1.3,17.7,37.4,3,36.7,2024-03-18
27.6,22.1,21.91,43564.18,41076.71,4.89,4.7,4.7,8.4,24.8,3,36.9,2024-03-19
27.3,24.1,19.62,43613.82,40494.78,4.63,0.3,0.3,17.8,41.0,3,34.4,2024-03-20
26.3,23.3,16.32,43663.52,29066.47,3.95,0.1,0.1,19.9,41.4,3,32.3,2024-03-21
26.6,22.9,13.75,43713.26,23303.13,3.81,0.0,0.0,22.1,45.0,3,32.3,2024-03-22
27.5,24.0,21.38,43763.0,36531.5,5.31,1.5,1.5,24.2,49.7,3,34.9,2024-03-23
28.7,24.1,25.29,43812.7,41324.59,6.61,0.0,0.0,20.8,44.3,3,36.9,2024-03-24
28.8,24.2,25.05,43862.35,41373.81,6.42,0.0,0.0,18.0,40.3,3,38.0,2024-03-25
29.2,23.9,21.13,43911.91,41345.97,5.31,1.3,1.3,19.3,42.8,3,38.4,2024-03-26
28.5,24.8,19.33,43961.33,41471.63,4.6,13.9,13.9,18.0,41.4,3,37.4,2024-03-27
29.6,24.9,23.34,44010.59,41520.17,5.89,2.3,2.3,19.3,43.6,3,40.4,2024-03-28
28.9,25.0,21.93,44059.66,41244.69,5.5,2.5,2.5,18.7,39.2,3,39.6,2024-03-29
29.4,24.4,23.16,44108.49,41616.36,6.28,0.0,0.0,22.2,47.5,3,38.5,2024-03-30
29.1,22.2,24.38,44157.07,41663.93,6.52,0.0,0.0,18.1,40.3,3,39.0,2024-03-31
29.7,24.3,23.45,44205.34,41711.14,6.65,0.0,0.0,22.4,45.7,4,37.4,2024-04-01
29.7,25.3,26.59,44253.3,41757.89,7.41,0.0,0.0,19.4,41.4,4,37.2,2024-04-02
29.5,24.6,24.19,44301.2,41804.22,6.7,0.3,0.3,20.9,43.2,4,38.2,2024-04-03
29.3,23.3,22.08,44349.2,41850.56,6.01,0.7,0.7,21.8,44.3,4,38.6,2024-04-04
29.7,24.5,24.15,44397.25,41896.86,6.51,0.0,0.0,22.7,47.5,4,38.1,2024-04-05
29.4,25.2,22.73,44445.34,41943.09,6.01,0.7,0.7,22.9,48.2,4,37.9,2024-04-06
29.7,24.2,23.02,44493.42,41989.24,6.28,1.3,1.3,22.2,46.1,4,37.2,2024-04-07
29.8,24.2,24.18,44541.47,42035.24,6.5,0.0,0.0,22.5,46.8,4,39.7,2024-04-08
29.3,22.0,23.56,44589.45,42081.1,5.97,0.0,0.0,17.8,36.0,4,40.0,2024-04-09
29.8,24.4,24.36,44637.33,42126.77,6.45,0.0,0.0,19.9,41.0,4,38.8,2024-04-10
30.1,25.9,25.11,44685.08,42172.21,6.86,0.0,0.0,19.2,40.0,4,38.5,2024-04-11
29.9,25.0,26.39,44732.66,42217.41,7.0,0.0,0.0,19.3,42.1,4,39.1,2024-04-12
29.6,23.2,23.23,44780.03,42262.33,6.3,0.0,0.0,20.4,42.5,4,38.3,2024-04-13
30.0,24.2,23.45,44827.17,42306.94,6.27,2.0,2.0,18.8,40.3,4,39.4,2024-04-14
30.6,25.5,24.27,44874.04,42351.2,6.36,0.0,0.0,21.0,43.2,4,40.5,2024-04-15
30.1,24.0,25.92,44920.6,42395.09,7.08,0.0,0.0,23.4,48.2,4,41.0,2024-04-16
29.8,23.5,26.51,44966.81,42438.57,6.9,0.0,0.0,22.0,46.1,4,40.6,2024-04-17
30.5,23.7,26.86,45012.65,42481.63,6.46,0.0,0.0,11.6,31.7,4,40.4,2024-04-18
30.7,25.5,26.61,45058.06,42524.2,7.35,0.0,0.0,22.6,47.9,4,39.0,2024-04-19
30.4,24.5,26.68,45103.02,42558.01,7.44,0.0,0.0,20.3,42.8,4,38.6,2024-04-20
30.7,26.5,26.21,45147.48,42567.0,7.44,0.0,0.0,21.6,45.7,4,38.2,2024-04-21
30.6,25.2,25.37,45191.41,42576.39,7.03,0.1,0.1,21.0,43.2,4,39.5,2024-04-22
31.3,26.7,23.99,45235.08,42586.05,6.22,1.4,1.4,18.6,42.1,4,40.7,2024-04-23
31.3,26.7,23.77,45278.62,42595.96,5.99,3.3,3.3,17.2,38.5,4,42.8,2024-04-24
31.4,26.8,24.78,45322.0,42247.69,6.16,0.2,0.2,15.9,36.7,4,41.9,2024-04-25
31.8,27.1,25.58,45365.19,42616.5,7.12,0.0,0.0,21.1,45.4,4,41.2,2024-04-26
31.7,25.6,25.86,45408.14,42627.15,7.04,0.1,0.1,18.4,37.8,4,42.1,2024-04-27
32.4,28.4,24.93,45450.83,42638.04,7.07,0.5,0.5,18.6,41.4,4,41.8,2024-04-28
32.5,28.4,24.21,45493.22,42649.17,7.03,0.0,0.0,18.3,40.0,4,42.0,2024-04-29
31.7,26.5,26.61,45535.27,42660.56,7.62,0.0,0.0,21.3,39.6,4,41.2,2024-04-30
31.5,26.3,23.57,45576.95,42672.2,6.14,2.0,2.0,14.2,34.2,5,41.6,2024-05-01
31.4,26.6,25.16,45618.22,42684.09,7.07,0.0,0.0,20.9,44.6,5,39.8,2024-05-02
30.9,25.2,24.42,45659.04,42696.23,7.0,0.3,0.3,20.9,44.3,5,39.9,2024-05-03
31.1,25.9,25.15,45699.37,42708.63,6.96,0.1,0.1,19.6,43.2,5,40.5,2024-05-04
31.5,25.6,24.62,45739.18,42721.28,6.71,0.0,0.0,17.3,38.5,5,42.4,2024-05-05
31.9,27.8,23.52,45778.41,42734.18,6.53,0.7,0.7,18.5,36.0,5,41.9,2024-05-06
31.9,27.2,26.7,45817.05,42747.34,7.44,0.0,0.0,19.7,42.1,5,40.8,2024-05-07
31.3,27.1,22.18,45855.05,42760.74,5.99,1.8,1.8,18.1,34.9,5,41.3,2024-05-08
31.8,27.4,23.6,45892.35,42774.41,6.36,1.6,1.6,16.3,36.4,5,42.3,2024-05-09
31.4,27.6,22.14,45928.92,42788.32,5.69,0.9,0.9,10.9,29.5,5,42.2,2024-05-10
30.9,27.2,21.18,45964.72,40022.54,5.12,1.6,1.6,10.5,24.1,5,41.3,2024-05-11
32.3,27.3,24.27,45999.71,42816.92,6.39,0.0,0.0,17.4,34.6,5,42.9,2024-05-12
30.8,25.9,21.84,46034.13,40377.46,5.16,24.9,24.9,18.6,40.0,5,41.6,2024-05-13
30.1,25.2,23.32,46068.08,42847.11,5.32,2.8,2.8,12.7,31.7,5,41.7,2024-05-14
30.3,26.5,22.96,46101.53,42862.84,5.55,4.8,4.8,14.6,32.8,5,41.2,2024-05-15
30.1,25.6,24.25,46134.46,41882.0,5.72,1.9,1.9,11.1,32.8,5,41.5,2024-05-16
29.7,26.4,22.3,46166.83,39600.0,5.39,5.8,5.8,15.9,35.6,5,40.7,2024-05-17
30.1,26.0,23.01,46198.61,36579.11,5.36,3.9,3.9,12.8,30.2,5,41.4,2024-05-18
29.6,27.2,19.66,46229.77,32400.0,4.45,11.7,11.7,11.9,36.0,5,41.4,2024-05-19
30.0,26.0,23.95,46260.26,41740.38,5.69,3.4,3.4,13.3,30.2,5,40.4,2024-05-20
30.9,26.2,25.13,46290.07,42963.6,5.98,0.2,0.2,15.0,33.5,5,41.1,2024-05-21
31.0,27.0,22.05,46319.16,42981.1,5.61,2.4,2.4,14.5,29.5,5,41.5,2024-05-22
31.5,27.2,25.07,46347.49,43014.76,6.82,0.0,0.0,20.0,41.8,5,40.0,2024-05-23
31.1,27.5,23.0,46375.03,43016.34,5.46,4.1,4.1,15.0,37.8,5,41.9,2024-05-24
29.2,25.5,12.53,46401.74,16414.71,3.02,21.7,21.7,14.1,36.0,5,38.0,2024-05-25
25.6,24.8,2.38,46427.59,0.0,0.77,106.9,106.9,28.5,54.7,5,31.0,2024-05-26
27.4,25.3,17.27,46452.55,31885.37,3.57,17.2,17.2,22.2,42.8,5,34.4,2024-05-27
28.0,26.4,21.29,46476.58,36341.47,4.31,10.7,10.7,21.6,44.3,5,36.7,2024-05-28
27.6,25.9,17.92,46499.64,26160.36,3.73,9.7,9.7,14.1,36.0,5,38.8,2024-05-29
28.9,25.1,24.38,46521.7,43121.23,5.22,0.1,0.1,14.3,29.2,5,39.4,2024-05-30
30.0,26.8,24.69,46542.72,39009.45,5.62,1.2,1.2,15.0,31.3,5,40.2,2024-05-31
30.1,26.0,23.51,46562.68,42075.04,5.34,0.5,0.5,13.0,25.9,6,41.3,2024-06-01
29.1,26.0,23.89,46581.7,39279.76,5.14,6.8,6.8,12.5,26.3,6,42.0,2024-06-02
28.7,25.7,24.08,46599.86,43203.13,4.99,3.4,3.4,11.5,35.3,6,39.9,2024-06-03
29.2,26.6,20.28,46617.15,37738.73,4.54,0.8,0.8,12.4,25.9,6,40.0,2024-06-04
27.8,25.6,17.71,46633.55,32637.69,3.78,13.6,13.6,6.4,18.0,6,39.9,2024-06-05
27.2,24.4,18.43,46649.04,30886.71,3.88,9.9,9.9,7.3,22.0,6,40.3,2024-06-06
26.9,24.1,19.69,46663.61,31704.35,4.08,12.3,12.3,7.2,19.1,6,39.0,2024-06-07
27.4,24.6,20.01,46677.24,32120.77,4.1,9.0,9.0,9.4,26.3,6,38.0,2024-06-08
28.1,25.7,20.75,46689.93,32254.28,4.35,6.4,6.4,10.5,28.4,6,39.0,2024-06-09
28.0,24.7,23.63,46701.65,43200.0,4.97,3.1,3.1,12.0,24.8,6,39.3,2024-06-10
28.6,24.6,24.19,46712.4,43200.0,5.1,0.1,0.1,9.7,20.2,6,41.0,2024-06-11
28.8,26.0,23.28,46722.15,43219.63,4.87,5.1,5.1,9.7,23.4,6,40.7,2024-06-12
28.6,25.4,23.68,46730.9,40380.31,4.95,4.9,4.9,7.2,21.2,6,41.5,2024-06-13
28.7,26.3,23.19,46738.63,41556.71,4.92,6.8,6.8,9.8,22.3,6,41.0,2024-06-14
27.9,24.1,23.33,46745.33,39600.0,4.87,15.3,15.3,11.3,27.7,6,39.7,2024-06-15
27.7,24.6,23.47,46750.99,39600.0,4.88,13.7,13.7,10.8,25.6,6,39.6,2024-06-16
27.2,24.6,19.57,46755.59,40613.79,4.04,14.4,14.4,10.1,25.9,6,38.6,2024-06-17
27.4,24.6,20.39,46759.12,39859.23,4.2,18.9,18.9,8.8,21.2,6,39.7,2024-06-18
27.6,25.0,22.95,46761.58,42341.11,4.67,18.9,18.9,10.1,25.9,6,39.8,2024-06-19
27.5,24.1,21.33,46762.95,39600.0,4.4,12.9,12.9,17.9,35.6,6,38.0,2024-06-20
27.1,24.7,20.18,46763.21,36558.71,4.16,22.3,22.3,17.3,35.6,6,38.1,2024-06-21
27.7,24.5,23.33,46762.35,43200.0,4.8,7.9,7.9,10.0,24.1,6,39.6,2024-06-22
26.9,24.7,20.18,46760.38,40976.21,4.06,18.7,18.7,11.6,26.6,6,38.2,2024-06-23
27.2,23.9,20.9,46757.32,37365.23,4.38,13.7,13.7,12.5,27.7,6,39.9,2024-06-24
27.9,24.6,23.91,46753.18,43105.36,4.95,4.3,4.3,20.5,46.1,6,36.4,2024-06-25
27.9,25.2,16.95,46747.96,30276.25,3.82,3.1,3.1,13.6,30.2,6,37.1,2024-06-26
27.8,25.8,20.08,46741.69,33000.18,4.22,8.3,8.3,22.4,49.0,6,35.3,2024-06-27
28.2,25.2,21.48,46734.38,41081.51,4.51,7.0,7.0,12.5,27.7,6,38.7,2024-06-28
28.2,24.5,22.43,46726.04,43200.0,4.8,10.6,10.6,12.3,26.6,6,39.4,2024-06-29
27.3,24.9,21.29,46716.7,42177.47,4.4,13.3,13.3,10.0,36.4,6,40.0,2024-06-30
27.1,24.5,20.33,46706.36,36833.37,4.15,6.0,6.0,8.4,25.2,7,39.2,2024-07-01
27.5,25.0,19.59,46695.04,26428.92,4.01,14.9,14.9,15.4,32.8,7,38.7,2024-07-02
28.3,25.4,24.72,46682.77,40318.19,5.29,5.0,5.0,16.6,35.6,7,38.3,2024-07-03
27.3,25.2,19.38,46669.54,33692.38,3.97,6.3,6.3,8.2,24.1,7,37.8,2024-07-04
26.4,24.0,16.3,46655.39,30442.25,3.31,22.0,22.0,7.0,24.5,7,36.2,2024-07-05
27.5,24.1,21.25,46640.33,39036.17,4.48,8.4,8.4,15.8,36.7,7,37.2,2024-07-06
27.6,24.7,22.09,46624.38,41837.67,4.68,9.6,9.6,13.3,29.9,7,37.8,2024-07-07
26.9,24.3,17.83,46607.54,30399.29,3.64,12.4,12.4,8.0,23.0,7,37.2,2024-07-08
26.9,24.1,18.72,46589.84,27460.26,3.84,15.7,15.7,10.2,24.1,7,39.3,2024-07-09
27.0,24.2,15.24,46571.31,22886.33,3.22,1.1,1.1,8.0,17.3,7,36.9,2024-07-10
26.7,24.0,17.57,46551.94,25933.59,3.64,21.9,21.9,9.7,23.4,7,37.7,2024-07-11
26.7,23.7,20.25,46531.59,32494.59,4.23,13.5,13.5,11.9,25.9,7,39.2,2024-07-12
27.3,24.1,19.09,46510.19,34433.54,4.03,4.8,4.8,16.0,35.3,7,35.9,2024-07-13
27.7,24.3,18.16,46487.77,34158.71,4.06,11.0,11.0,17.7,34.9,7,35.5,2024-07-14
26.8,24.6,17.05,46464.38,28216.04,3.54,12.1,12.1,15.5,32.0,7,36.4,2024-07-15
27.7,24.6,20.85,46440.05,43200.0,4.49,0.6,0.6,20.4,41.4,7,35.5,2024-07-16
26.9,24.8,15.07,46414.81,21933.61,3.19,9.5,9.5,8.8,25.9,7,37.9,2024-07-17
26.8,25.1,16.66,46388.71,25401.42,3.46,13.1,13.1,9.0,35.3,7,39.2,2024-07-18
26.9,24.7,21.87,46361.77,37206.3,4.35,15.0,15.0,17.5,39.6,7,37.0,2024-07-19
27.7,24.4,23.27,46334.03,43200.0,4.77,15.5,15.5,14.9,34.2,7,38.6,2024-07-20
27.0,25.3,14.05,46305.53,21638.14,2.94,8.1,8.1,19.1,42.1,7,34.6,2024-07-21
26.1,25.5,5.81,46276.3,0.0,1.44,29.7,29.7,23.5,45.4,7,31.5,2024-07-22
25.6,24.9,4.94,46246.38,0.0,1.29,60.5,60.5,27.9,53.3,7,29.6,2024-07-23
25.7,24.7,8.74,46215.8,1267.9,1.9,43.0,43.0,27.9,60.1,7,30.1,2024-07-24
26.3,24.5,16.63,46184.6,24053.37,3.18,16.3,16.3,27.3,57.2,7,32.8,2024-07-25
27.7,24.8,22.33,46152.8,43200.0,4.53,4.1,4.1,16.0,45.4,7,37.5,2024-07-26
27.6,24.2,22.48,46120.45,39390.59,4.69,0.3,0.3,9.0,24.1,7,38.5,2024-07-27
26.1,24.5,13.34,46087.57,17223.31,2.68,36.4,36.4,11.6,28.4,7,35.2,2024-07-28
26.6,23.9,19.14,46054.2,32119.37,3.85,2.8,2.8,14.0,28.8,7,36.2,2024-07-29
27.6,24.4,22.34,46020.37,37510.99,4.62,1.6,1.6,12.1,24.8,7,38.0,2024-07-30
27.5,24.4,23.09,45986.09,43166.2,4.76,4.7,4.7,13.0,27.0,7,39.0,2024-07-31
26.7,24.4,21.36,45951.16,43154.29,4.22,14.8,14.8,9.4,27.0,8,37.9,2024-08-01
26.4,23.3,22.31,45915.44,43142.68,4.5,10.2,10.2,11.6,26.3,8,38.7,2024-08-02
26.5,23.1,24.0,45878.98,40546.91,4.79,2.9,2.9,10.2,25.2,8,38.3,2024-08-03
26.6,23.8,22.42,45841.84,42843.62,4.38,4.2,4.2,13.7,31.0,8,36.4,2024-08-04
26.6,24.7,18.62,45804.03,38714.31,3.69,19.0,19.0,14.3,32.4,8,35.7,2024-08-05
26.7,24.8,19.14,45765.61,37342.72,3.79,8.0,8.0,17.6,37.1,8,35.3,2024-08-06
27.7,25.2,24.22,45726.61,43089.23,4.82,2.6,2.6,20.4,40.7,8,36.8,2024-08-07
27.4,26.0,21.86,45687.09,43059.27,4.27,9.7,9.7,19.5,40.3,8,36.0,2024-08-08
27.7,24.9,21.59,45647.06,43064.58,4.38,2.5,2.5,22.7,44.6,8,35.4,2024-08-09
26.6,25.3,17.88,45606.58,35473.85,3.41,9.6,9.6,19.4,41.0,8,33.6,2024-08-10
27.4,24.3,24.69,45565.68,42990.37,4.92,1.2,1.2,19.4,38.2,8,37.5,2024-08-11
27.7,24.8,24.81,45524.39,42952.62,5.06,0.7,0.7,16.4,33.8,8,37.9,2024-08-12
28.3,25.0,25.29,45482.76,42914.5,5.19,1.4,1.4,12.5,28.1,8,38.5,2024-08-13
27.9,25.5,22.58,45440.81,41112.81,4.58,9.3,9.3,12.9,28.4,8,38.9,2024-08-14
28.1,25.7,23.45,45398.58,37110.61,4.83,4.5,4.5,13.0,27.7,8,38.8,2024-08-15
28.0,25.5,19.75,45356.11,30587.79,4.2,4.5,4.5,10.8,24.8,8,39.3,2024-08-16
28.3,24.3,25.42,45313.44,42758.74,5.41,0.2,0.2,9.3,18.4,8,41.1,2024-08-17
28.4,25.0,23.2,45270.59,42501.81,4.99,0.9,0.9,10.5,20.5,8,40.6,2024-08-18
28.1,25.1,21.75,45227.59,39390.61,4.63,2.5,2.5,11.0,21.6,8,40.2,2024-08-19
28.0,25.3,22.32,45184.48,39384.14,4.67,3.7,3.7,11.3,25.9,8,39.5,2024-08-20
27.7,24.9,22.01,45141.0,39046.53,4.65,11.4,11.4,7.9,26.3,8,41.3,2024-08-21
27.7,24.1,21.72,45097.01,41878.21,4.51,1.1,1.1,7.1,21.6,8,39.8,2024-08-22
27.0,24.9,16.45,45052.56,24967.12,3.38,17.1,17.1,10.3,24.8,8,39.4,2024-08-23
26.1,24.5,8.16,45007.69,1033.58,1.78,16.7,16.7,12.2,22.3,8,34.3,2024-08-24
26.8,24.4,18.63,44962.42,28557.74,3.82,11.9,11.9,9.4,23.4,8,38.9,2024-08-25
26.8,24.8,18.65,44916.8,29528.55,3.81,13.1,13.1,10.9,32.0,8,38.3,2024-08-26
26.5,24.4,17.67,44870.86,31714.7,3.55,25.7,25.7,16.6,33.5,8,36.0,2024-08-27
25.9,24.8,8.64,44824.63,3970.42,1.81,20.3,20.3,14.2,29.9,8,33.0,2024-08-28
26.9,24.8,19.32,44778.16,36858.85,3.93,19.9,19.9,8.7,31.7,8,38.7,2024-08-29
27.1,25.4,20.66,44731.46,35189.87,4.19,19.3,19.3,9.4,27.0,8,39.1,2024-08-30
27.8,24.4,21.33,44684.59,40145.18,4.41,1.3,1.3,12.3,26.3,8,38.8,2024-08-31
26.5,23.4,16.45,44637.55,26942.06,3.43,36.5,36.5,9.5,21.6,9,38.4,2024-09-01
24.9,23.5,1.45,44590.4,0.0,0.63,106.7,106.7,20.5,39.2,9,30.2,2024-09-02
26.2,24.9,17.27,44543.16,22836.39,3.29,20.4,20.4,25.6,51.8,9,33.6,2024-09-03
25.8,25.0,8.29,44495.86,3600.0,1.76,32.1,32.1,23.1,51.5,9,30.4,2024-09-04
26.3,25.2,9.57,44448.54,6363.29,2.05,14.6,14.6,15.4,37.4,9,33.2,2024-09-05
26.7,24.6,12.11,44401.21,8201.16,2.56,2.6,2.6,7.8,32.8,9,35.3,2024-09-06
27.9,23.6,23.4,44353.92,39494.14,4.94,1.0,1.0,10.7,27.4,9,39.5,2024-09-07
27.8,23.9,24.37,44306.7,41475.23,5.12,0.1,0.1,11.9,25.6,9,38.2,2024-09-08
26.9,25.0,16.66,44259.56,27015.33,3.39,1.8,1.8,12.3,29.2,9,37.2,2024-09-09
27.3,24.7,23.79,44212.25,41714.34,4.63,3.7,3.7,17.9,36.4,9,37.6,2024-09-10
26.6,24.4,20.6,44164.63,38582.41,4.07,45.2,45.2,10.8,28.4,9,37.1,2024-09-11
26.6,24.6,17.23,44116.73,28502.03,3.45,17.6,17.6,17.2,34.6,9,37.4,2024-09-12
26.2,24.4,14.14,44068.6,19876.94,2.86,25.7,25.7,14.0,30.2,9,35.5,2024-09-13
26.6,24.8,17.98,44020.25,35697.49,3.58,15.8,15.8,10.9,25.2,9,37.5,2024-09-14
26.4,24.0,14.72,43971.73,22032.64,2.96,11.1,11.1,18.0,35.6,9,35.0,2024-09-15
26.7,24.2,13.78,43923.06,14654.9,2.95,6.1,6.1,17.3,34.2,9,34.3,2024-09-16
26.5,25.0,17.9,43874.28,32354.59,3.53,5.2,5.2,14.3,33.1,9,34.8,2024-09-17
