temperature_2m_mean,temperature_2m_min,shortwave_radiation_sum,daylight_duration,sunshine_duration,et0_fao_evapotranspiration,rain_sum,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,month,apparent_temperature_max,datetime
27.6,24.6,20.35,44260.74,41761.6,4.17,0.9,0.9,11.0,34.6,9,39.2,2020-09-09
27.6,25.1,21.81,44213.5,41310.53,4.46,3.6,3.6,8.8,23.4,9,39.6,2020-09-10
27.5,24.5,21.06,44166.09,39903.59,4.29,12.0,12.0,8.0,29.2,9,38.6,2020-09-11
26.9,24.7,13.09,44118.38,17661.1,2.72,1.8,1.8,12.7,31.0,9,34.7,2020-09-12
28.2,24.8,21.77,44070.39,40284.02,4.58,1.0,1.0,9.0,25.9,9,39.1,2020-09-13
27.8,25.6,20.7,44022.17,40777.52,4.25,2.9,2.9,7.6,29.2,9,38.9,2020-09-14
26.8,25.4,10.42,43973.75,12304.15,2.23,19.2,19.2,11.0,35.6,9,35.2,2020-09-15
26.7,25.5,11.54,43925.15,9252.61,2.59,21.6,21.6,19.7,46.1,9,33.6,2020-09-16
26.2,25.6,5.77,43876.41,407.72,1.41,7.6,7.6,18.4,36.7,9,32.0,2020-09-17
26.6,24.3,16.39,43827.56,29615.09,3.33,1.5,1.5,13.0,33.1,9,35.2,2020-09-18
27.0,24.3,17.26,43778.64,39241.25,3.56,0.3,0.3,6.6,29.5,9,36.9,2020-09-19
27.8,24.8,20.45,43729.66,40734.83,4.17,0.8,0.8,6.2,32.0,9,39.3,2020-09-20
27.9,25.0,21.3,43680.68,40611.28,4.38,1.6,1.6,5.5,25.9,9,39.0,2020-09-21
27.9,24.7,20.26,43631.7,37127.93,4.24,6.4,6.4,7.7,20.5,9,37.9,2020-09-22
26.8,24.4,16.66,43582.77,25145.06,3.47,26.1,26.1,8.7,23.0,9,36.8,2020-09-23
26.7,24.4,19.3,43533.92,32109.12,3.93,19.8,19.8,9.4,27.0,9,38.2,2020-09-24
26.5,25.0,13.0,43485.18,19733.09,2.72,18.3,18.3,6.9,21.6,9,36.6,2020-09-25
27.5,25.5,17.55,43436.57,28761.29,3.66,2.2,2.2,12.9,27.7,9,37.5,2020-09-26
28.3,24.8,20.02,43388.13,39704.75,4.26,0.6,0.6,8.2,19.8,9,38.4,2020-09-27
27.6,24.9,21.61,43339.88,39806.37,4.43,6.5,6.5,12.5,29.9,9,38.8,2020-09-28
27.0,24.4,19.92,43291.88,39251.63,4.02,6.8,6.8,14.0,32.4,9,37.6,2020-09-29
27.8,25.1,21.04,43244.12,38179.13,4.32,3.7,3.7,9.1,24.1,9,38.5,2020-09-30
27.8,25.5,16.29,43196.34,26949.79,3.45,6.5,6.5,10.8,24.8,10,36.8,2020-10-01
27.4,25.1,15.85,43148.39,22782.31,3.35,7.0,7.0,6.6,19.8,10,37.3,2020-10-02
26.8,24.1,18.2,43100.3,33934.88,3.74,9.2,9.2,8.9,23.4,10,37.7,2020-10-03
27.5,24.3,20.71,43052.12,39220.66,4.27,6.7,6.7,8.4,22.0,10,38.1,2020-10-04
27.6,25.0,19.57,43003.87,39213.9,4.06,2.1,2.1,9.0,27.0,10,38.8,2020-10-05
27.7,25.5,16.87,42955.59,33569.32,3.54,16.9,16.9,7.9,34.6,10,37.8,2020-10-06
26.7,25.0,13.06,42907.31,21699.41,2.63,14.4,14.4,13.7,35.3,10,37.5,2020-10-07
27.3,25.0,17.73,42859.08,39191.92,3.7,9.6,9.6,10.7,43.2,10,36.9,2020-10-08
26.2,24.9,10.06,42810.91,12575.3,2.08,3.7,3.7,7.2,30.6,10,33.7,2020-10-09
26.2,24.6,11.27,42762.86,14782.06,2.37,28.0,28.0,7.0,21.2,10,36.1,2020-10-10
25.8,25.1,9.0,42714.94,7481.68,1.82,35.7,35.7,14.2,34.2,10,33.0,2020-10-11
26.2,24.6,8.62,42667.2,0.0,1.89,12.1,12.1,10.2,23.8,10,33.9,2020-10-12
26.8,24.6,16.66,42619.67,39272.71,3.41,3.7,3.7,10.1,35.6,10,36.7,2020-10-13
25.0,24.0,4.72,42572.39,6737.13,1.1,37.0,37.0,21.8,51.1,10,32.2,2020-10-14
26.6,23.6,16.12,42525.4,29994.98,3.59,7.5,7.5,19.2,46.8,10,34.4,2020-10-15
27.2,24.3,18.76,42478.73,39114.63,3.9,3.8,3.8,15.0,33.1,10,35.9,2020-10-16
26.3,24.6,12.96,42432.42,22912.87,2.65,8.0,8.0,7.6,20.9,10,35.6,2020-10-17
25.7,24.1,11.05,42386.51,17105.62,2.25,5.2,5.2,6.9,35.3,10,34.0,2020-10-18
27.3,23.2,19.34,42341.03,39075.97,4.03,2.2,2.2,7.1,33.8,10,37.5,2020-10-19
25.6,24.5,2.77,42296.02,0.0,0.78,118.4,118.4,21.1,39.6,10,31.7,2020-10-20
26.5,25.1,11.15,42251.16,20912.24,2.39,29.1,29.1,20.2,56.2,10,32.3,2020-10-21
27.1,25.6,18.1,42206.3,36376.48,3.6,12.3,12.3,14.1,48.6,10,36.6,2020-10-22
26.6,25.3,15.99,42161.5,30191.08,3.16,15.8,15.8,14.7,36.0,10,35.6,2020-10-23
26.4,24.8,14.44,42116.78,27273.04,2.95,18.3,18.3,12.0,25.9,10,37.3,2020-10-24
26.0,23.8,12.92,42072.18,25250.0,2.8,13.9,13.9,22.3,57.2,10,33.9,2020-10-25
26.1,25.0,8.95,42027.75,7937.89,2.46,25.5,25.5,34.5,73.1,10,29.9,2020-10-26
26.2,25.1,11.58,41983.53,23897.63,2.53,10.5,10.5,21.4,41.4,10,32.6,2020-10-27
26.8,24.0,17.79,41939.56,35416.75,3.68,6.5,6.5,11.3,24.8,10,36.8,2020-10-28
26.3,22.7,18.96,41895.88,38907.54,3.73,1.7,1.7,7.7,34.2,10,35.5,2020-10-29
27.2,23.6,18.9,41852.52,38887.65,3.89,1.2,1.2,8.1,32.0,10,38.0,2020-10-30
27.3,23.9,20.15,41809.55,38867.18,4.27,0.4,0.4,15.3,46.4,10,35.1,2020-10-31
24.2,23.2,3.15,41766.99,0.0,1.13,33.6,33.6,34.0,86.4,11,29.5,2020-11-01
26.8,24.7,16.42,41724.9,33109.36,3.8,0.8,0.8,25.0,50.0,11,34.8,2020-11-02
26.5,23.4,17.24,41683.32,35292.9,3.51,16.4,16.4,7.7,25.6,11,36.9,2020-11-03
26.0,24.4,9.57,41642.29,11795.32,2.03,19.4,19.4,8.4,25.6,11,34.1,2020-11-04
26.2,24.1,16.08,41601.86,36974.09,3.21,3.7,3.7,8.4,23.0,11,35.1,2020-11-05
26.7,22.8,19.74,41562.08,38732.27,3.95,1.0,1.0,8.4,22.3,11,37.4,2020-11-06
26.2,23.7,12.57,41523.0,19488.84,2.65,4.3,4.3,10.0,32.8,11,35.9,2020-11-07
26.3,23.4,14.86,41484.65,30057.15,3.26,15.3,15.3,18.4,51.5,11,35.4,2020-11-08
26.3,24.5,10.25,41447.1,13477.83,2.16,2.9,2.9,11.5,30.2,11,34.7,2020-11-09
26.0,23.7,14.3,41410.02,38630.6,2.82,12.7,12.7,7.3,35.6,11,34.2,2020-11-10
25.7,23.9,6.37,41373.25,1614.79,1.71,50.7,50.7,46.1,91.1,11,32.3,2020-11-11
26.1,25.6,2.88,41336.86,1223.43,1.58,197.8,197.8,57.7,115.2,11,29.9,2020-11-12
27.4,25.1,18.84,41300.87,38271.8,4.09,1.9,1.9,21.0,43.6,11,35.8,2020-11-13
27.1,23.8,17.64,41265.33,38517.31,3.68,0.2,0.2,15.9,42.1,11,35.7,2020-11-14
27.1,23.8,18.86,41230.28,38487.31,3.96,0.4,0.4,14.0,29.5,11,36.9,2020-11-15
26.9,24.0,17.98,41195.76,38456.73,3.74,1.3,1.3,12.2,31.7,11,36.2,2020-11-16
26.9,23.5,17.87,41161.83,38425.63,3.67,0.5,0.5,13.6,37.4,11,35.3,2020-11-17
26.9,23.0,18.09,41128.51,38394.06,3.78,0.4,0.4,10.6,25.9,11,36.1,2020-11-18
27.0,23.7,19.16,41095.86,38362.08,3.98,0.6,0.6,8.8,16.6,11,37.8,2020-11-19
26.6,23.2,18.15,41063.93,38329.74,3.66,2.2,2.2,9.1,31.3,11,36.8,2020-11-20
27.0,24.0,18.73,41032.75,38297.09,4.04,0.2,0.2,14.0,41.4,11,34.7,2020-11-21
26.0,22.3,19.46,41002.38,38264.18,4.17,0.3,0.3,15.2,34.6,11,33.6,2020-11-22
25.9,22.5,17.76,40972.86,38231.07,3.84,0.1,0.1,22.5,47.5,11,32.1,2020-11-23
25.6,22.1,20.28,40944.24,38197.82,4.23,0.0,0.0,16.2,35.3,11,34.1,2020-11-24
25.4,21.3,19.65,40916.57,38164.48,4.13,0.0,0.0,19.5,40.7,11,33.0,2020-11-25
26.0,21.6,17.34,40889.89,38131.1,3.77,1.1,1.1,14.6,37.1,11,33.8,2020-11-26
26.4,24.1,12.96,40864.26,28501.57,2.67,3.9,3.9,10.4,38.9,11,35.4,2020-11-27
26.7,24.6,15.72,40839.71,37238.78,3.25,3.3,3.3,11.6,41.8,11,35.4,2020-11-28
26.0,23.8,11.96,40816.31,25602.43,2.42,39.1,39.1,5.9,47.5,11,34.4,2020-11-29
26.3,23.6,18.42,40793.81,37323.92,3.82,2.5,2.5,17.8,54.0,11,33.4,2020-11-30
25.6,21.1,18.41,40772.11,37963.84,4.08,0.0,0.0,18.0,40.0,12,34.0,2020-12-01
26.2,23.2,14.0,40751.24,32923.96,2.96,0.9,0.9,10.4,35.6,12,34.6,2020-12-02
27.0,24.8,13.82,40731.21,32862.72,2.84,6.8,6.8,6.8,33.5,12,35.1,2020-12-03
26.2,24.5,13.32,40712.05,27679.49,2.71,10.4,10.4,8.7,36.4,12,36.4,2020-12-04
26.2,24.2,14.86,40693.8,36487.16,2.93,7.8,7.8,10.3,38.5,12,34.7,2020-12-05
27.0,24.1,16.87,40676.46,37412.52,3.42,3.4,3.4,7.5,33.5,12,37.8,2020-12-06
26.1,24.1,8.14,40660.08,3993.6,1.7,6.4,6.4,7.6,37.4,12,33.8,2020-12-07
26.9,24.5,15.71,40644.67,32161.3,3.42,3.5,3.5,18.9,38.9,12,34.7,2020-12-08
26.3,23.1,16.43,40630.26,37165.27,3.27,2.8,2.8,8.2,32.4,12,36.7,2020-12-09
25.5,24.2,6.54,40616.88,12423.64,1.45,14.7,14.7,11.2,36.0,12,32.1,2020-12-10
26.6,23.0,17.42,40604.55,37043.1,3.55,0.6,0.6,11.7,26.6,12,35.8,2020-12-11
26.7,24.1,16.56,40593.29,37358.84,3.34,3.7,3.7,7.7,25.9,12,36.5,2020-12-12
26.3,24.4,12.95,40583.13,31656.67,2.61,0.8,0.8,7.8,21.6,12,34.4,2020-12-13
26.6,23.5,16.78,40574.1,37128.26,3.37,3.0,3.0,7.4,30.2,12,36.8,2020-12-14
26.4,23.1,16.14,40566.21,36192.08,3.3,2.4,2.4,12.3,38.2,12,34.5,2020-12-15
25.9,22.2,17.37,40559.5,37212.54,3.63,0.4,0.4,14.1,31.0,12,33.7,2020-12-16
25.4,22.0,13.59,40553.98,37001.49,2.8,3.7,3.7,13.7,42.5,12,33.5,2020-12-17
26.3,23.7,15.47,40549.69,32545.8,3.29,6.5,6.5,20.0,51.8,12,33.9,2020-12-18
24.4,23.7,3.57,40546.62,0.0,0.81,44.6,44.6,9.8,53.6,12,30.9,2020-12-19
25.9,23.8,13.1,40544.78,27400.51,2.72,36.4,36.4,15.3,42.5,12,33.8,2020-12-20
26.3,23.9,14.74,40544.12,36399.31,3.02,1.1,1.1,11.5,35.3,12,34.2,2020-12-21
26.2,22.4,16.46,40544.64,36679.1,3.33,0.7,0.7,11.5,30.6,12,34.8,2020-12-22
26.6,23.7,16.96,40546.3,36673.91,3.59,0.1,0.1,16.8,34.9,12,34.4,2020-12-23
26.1,22.5,17.68,40549.12,36784.6,3.47,0.3,0.3,6.3,19.4,12,35.2,2020-12-24
26.3,22.3,17.89,40553.07,36685.54,3.7,0.8,0.8,13.7,29.2,12,36.1,2020-12-25
26.1,23.0,15.45,40558.16,36393.05,3.16,10.4,10.4,10.3,41.4,12,35.8,2020-12-26
24.1,23.3,3.07,40564.34,362.17,0.74,62.2,62.2,15.3,47.2,12,30.5,2020-12-27
25.7,22.8,14.89,40571.62,34785.52,3.05,1.4,1.4,11.4,24.5,12,34.0,2020-12-28
26.9,24.1,16.75,40579.99,35916.11,3.4,0.3,0.3,8.2,20.5,12,36.0,2020-12-29
26.6,23.6,16.93,40589.43,36384.15,3.37,4.3,4.3,7.4,32.8,12,35.6,2020-12-30
25.0,22.8,15.57,40599.91,33526.16,3.27,11.1,11.1,18.3,55.4,12,30.0,2020-12-31
24.2,21.3,13.85,40611.44,29051.79,2.85,0.4,0.4,16.1,36.4,1,29.9,2021-01-01
25.1,22.3,14.0,40624.0,36061.68,3.06,2.4,2.4,18.6,45.7,1,30.9,2021-01-02
24.3,22.4,5.67,40637.56,14400.0,1.22,42.2,42.2,10.0,48.6,1,31.1,2021-01-03
25.8,22.6,17.45,40652.12,36360.23,3.58,1.1,1.1,15.9,42.5,1,34.4,2021-01-04
26.0,23.3,16.58,40667.65,36607.77,3.36,0.8,0.8,9.8,34.6,1,35.5,2021-01-05
25.4,21.2,18.32,40684.15,36919.77,3.8,0.2,0.2,15.5,33.5,1,34.7,2021-01-06
25.3,21.7,17.7,40701.6,36604.24,3.58,2.9,2.9,9.8,24.1,1,34.4,2021-01-07
25.4,22.5,12.57,40719.98,29827.35,2.65,0.5,0.5,9.7,40.3,1,34.0,2021-01-08
24.6,22.8,8.3,40739.49,9324.77,2.05,0.0,0.0,12.4,24.1,1,29.3,2021-01-09
24.4,21.6,17.17,40760.18,36001.03,3.49,0.2,0.2,12.1,28.4,1,31.4,2021-01-10
24.4,21.8,15.83,40782.03,34673.46,3.26,0.6,0.6,13.3,31.3,1,30.3,2021-01-11
24.0,22.0,13.13,40804.98,29098.78,2.82,0.2,0.2,10.6,25.2,1,29.0,2021-01-12
23.9,20.6,12.13,40828.98,32600.62,2.49,1.3,1.3,10.1,24.1,1,31.8,2021-01-13
24.9,22.0,12.54,40854.0,34826.02,2.57,0.6,0.6,11.7,27.4,1,32.5,2021-01-14
25.8,22.8,15.24,40880.0,35447.73,3.36,0.7,0.7,12.1,25.2,1,33.4,2021-01-15
25.9,23.0,16.66,40906.92,36895.0,3.58,0.1,0.1,12.6,28.1,1,33.6,2021-01-16
25.7,22.8,12.03,40934.73,27492.54,2.7,6.7,6.7,13.0,39.2,1,31.5,2021-01-17
25.1,22.2,16.08,40963.38,33425.75,3.36,2.8,2.8,17.6,43.9,1,31.4,2021-01-18
24.2,22.5,8.27,40992.82,10398.64,1.72,5.3,5.3,9.9,23.8,1,31.5,2021-01-19
24.1,23.0,4.85,41023.03,1016.47,1.06,44.3,44.3,13.2,46.8,1,29.8,2021-01-20
25.3,23.5,7.64,41053.95,11402.81,1.61,17.6,17.6,10.8,21.6,1,32.8,2021-01-21
25.8,23.5,12.45,41085.55,31493.07,2.54,1.2,1.2,10.0,29.5,1,32.9,2021-01-22
26.2,24.3,18.07,41117.78,36597.78,3.56,1.0,1.0,8.7,27.7,1,35.7,2021-01-23
26.3,23.9,15.64,41150.6,36267.12,3.16,1.5,1.5,11.3,22.7,1,35.5,2021-01-24
26.4,23.4,17.53,41183.98,37629.23,3.5,2.5,2.5,5.8,15.1,1,35.6,2021-01-25
25.7,22.9,17.4,41217.87,37154.34,3.42,2.7,2.7,10.0,37.8,1,33.5,2021-01-26
25.5,23.3,13.78,41252.23,35566.65,2.83,5.5,5.5,12.7,37.4,1,34.1,2021-01-27
25.4,23.4,16.92,41287.04,37275.0,3.34,6.7,6.7,6.9,29.9,1,34.7,2021-01-28
24.2,21.7,19.76,41322.59,38020.35,3.96,0.1,0.1,18.1,39.2,1,29.4,2021-01-29
23.2,20.1,19.92,41359.03,37911.78,4.21,0.0,0.0,26.0,52.6,1,29.1,2021-01-30
22.8,18.9,19.73,41396.3,37941.38,3.84,0.0,0.0,18.8,40.0,1,29.0,2021-01-31
23.4,19.3,19.07,41434.36,38107.64,3.82,0.1,0.1,14.8,32.0,2,31.1,2021-02-01
23.9,19.9,19.16,41473.16,38135.68,3.69,3.0,3.0,7.0,29.5,2,33.3,2021-02-02
24.8,21.1,18.81,41512.63,38090.7,3.8,0.2,0.2,11.7,27.4,2,32.9,2021-02-03
25.2,21.5,19.36,41552.74,38263.4,4.03,0.0,0.0,13.7,31.3,2,33.4,2021-02-04
25.4,22.0,16.94,41593.43,35908.55,3.58,0.7,0.7,17.0,36.4,2,32.8,2021-02-05
25.8,22.4,17.66,41634.67,38109.46,3.62,1.8,1.8,7.1,27.7,2,36.6,2021-02-06
25.9,21.7,21.0,41676.39,38266.73,4.36,0.1,0.1,11.4,27.0,2,35.3,2021-02-07
25.7,21.8,18.69,41718.56,36911.38,3.9,0.5,0.5,15.2,34.6,2,33.1,2021-02-08
25.0,22.9,10.94,41761.13,22485.63,2.29,9.6,9.6,12.4,47.5,2,32.7,2021-02-09
25.5,22.9,17.83,41804.05,38037.37,3.77,2.3,2.3,18.7,39.2,2,32.4,2021-02-10
25.8,23.0,20.73,41847.29,38358.95,4.03,3.0,3.0,11.5,27.4,2,34.3,2021-02-11
26.2,23.5,20.28,41890.79,38544.14,4.13,2.3,2.3,13.2,26.3,2,36.0,2021-02-12
24.4,22.5,10.76,41934.51,21337.2,2.11,12.7,12.7,10.8,29.5,2,31.7,2021-02-13
25.6,23.4,19.08,41978.41,38419.84,3.75,4.0,4.0,8.4,17.3,2,34.1,2021-02-14
24.7,22.3,12.57,42022.45,29264.33,2.59,2.6,2.6,9.6,18.4,2,32.8,2021-02-15
25.1,22.6,19.16,42066.59,38890.77,3.89,1.3,1.3,10.2,24.8,2,32.4,2021-02-16
24.1,20.1,19.48,42110.78,38825.7,3.79,2.2,2.2,9.8,27.0,2,32.6,2021-02-17
24.6,22.3,20.23,42155.37,34787.46,4.05,0.2,0.2,11.9,36.7,2,31.6,2021-02-18
23.4,20.6,21.42,42200.5,38775.89,4.26,0.3,0.3,12.1,29.9,2,30.3,2021-02-19
22.8,19.4,18.71,42246.13,33766.95,3.82,0.1,0.1,17.2,36.0,2,27.8,2021-02-20
23.3,18.8,17.27,42292.22,29159.48,3.51,3.5,3.5,11.2,25.9,2,33.1,2021-02-21
24.4,21.4,13.45,42338.74,23836.62,2.76,16.8,16.8,12.2,36.0,2,32.5,2021-02-22
25.2,22.7,11.59,42385.62,25898.39,2.36,43.3,43.3,12.4,46.4,2,33.1,2021-02-23
26.4,23.0,19.8,42432.85,39244.71,4.09,1.0,1.0,15.6,33.5,2,34.8,2021-02-24
26.6,24.1,23.89,42480.36,39065.62,5.01,0.0,0.0,13.0,30.2,2,35.2,2021-02-25
25.6,21.0,22.58,42528.15,39781.73,4.5,0.0,0.0,8.3,19.8,2,36.4,2021-02-26
26.3,22.5,21.27,42576.14,39297.64,4.35,0.2,0.2,10.3,23.0,2,36.1,2021-02-27
26.5,23.4,19.71,42624.32,38496.68,4.1,1.4,1.4,12.1,28.1,2,36.4,2021-02-28
26.6,23.3,19.86,42672.64,39745.61,4.02,1.4,1.4,11.8,32.4,3,36.2,2021-03-01
26.4,22.6,21.03,42721.06,39554.06,4.27,1.1,1.1,8.9,23.4,3,36.5,2021-03-02
26.7,23.0,21.23,42769.54,40104.75,4.48,0.8,0.8,15.5,40.0,3,35.4,2021-03-03
26.5,22.9,21.95,42818.06,40018.41,4.67,0.4,0.4,15.1,38.9,3,34.8,2021-03-04
26.5,23.1,22.7,42866.57,40364.89,4.9,0.1,0.1,17.7,37.1,3,33.9,2021-03-05
26.6,22.5,23.77,42915.02,40415.23,5.32,0.0,0.0,16.6,35.3,3,34.8,2021-03-06
25.8,21.1,24.07,42963.41,40465.37,5.09,0.0,0.0,16.3,35.6,3,35.4,2021-03-07
26.6,23.1,22.73,43011.67,40515.29,4.88,0.0,0.0,14.2,32.8,3,35.1,2021-03-08
25.9,22.6,18.94,43059.78,39766.21,3.97,2.0,2.0,11.4,37.8,3,33.7,2021-03-09
25.8,21.1,22.49,43108.05,40614.33,4.93,0.0,0.0,20.4,43.9,3,32.9,2021-03-10
25.7,20.7,22.11,43156.62,40663.96,4.89,0.0,0.0,17.8,38.9,3,33.7,2021-03-11
26.0,22.2,16.81,43205.46,28400.57,3.75,0.6,0.6,16.6,38.5,3,33.5,2021-03-12
25.7,24.2,10.25,43254.54,14653.05,2.27,4.8,4.8,11.5,46.8,3,31.4,2021-03-13
25.9,23.0,12.99,43303.82,22588.78,2.91,1.9,1.9,12.7,31.0,3,31.9,2021-03-14
25.8,22.8,15.06,43353.28,29381.13,3.13,7.6,7.6,10.1,30.6,3,35.0,2021-03-15
26.9,23.8,20.19,43402.87,31432.59,4.17,2.4,2.4,12.2,29.5,3,35.7,2021-03-16
27.3,23.6,22.24,43452.56,38264.39,4.66,1.2,1.2,9.7,22.7,3,37.6,2021-03-17
27.7,23.7,21.88,43502.32,40713.64,4.62,1.2,1.2,10.8,27.4,3,38.2,2021-03-18
27.3,23.9,19.23,43552.12,38690.57,4.04,0.9,0.9,11.8,25.6,3,37.0,2021-03-19
27.4,24.2,20.24,43601.93,38990.86,4.25,2.3,2.3,10.3,28.8,3,37.5,2021-03-20
27.7,24.2,18.69,43651.7,39753.63,4.0,0.9,0.9,10.2,30.6,3,36.6,2021-03-21
27.6,24.6,20.21,43701.41,41026.75,4.5,2.2,2.2,14.9,40.3,3,37.1,2021-03-22
27.2,24.3,19.32,43751.02,39867.53,4.48,0.5,0.5,19.6,52.2,3,33.1,2021-03-23
27.3,24.0,19.57,43800.5,41312.73,4.43,1.4,1.4,17.0,38.2,3,34.8,2021-03-24
27.8,23.2,22.93,43849.82,41361.72,5.23,0.3,0.3,15.6,33.8,3,37.5,2021-03-25
27.6,22.9,23.29,43898.95,41410.42,5.31,0.0,0.0,17.3,45.7,3,35.4,2021-03-26
28.1,23.9,21.92,43947.83,41458.78,5.11,0.4,0.4,13.0,33.5,3,36.9,2021-03-27
28.1,23.7,22.33,43996.45,41506.8,4.96,1.2,1.2,12.2,25.2,3,37.7,2021-03-28
28.6,24.1,22.62,44044.78,41554.38,5.37,0.0,0.0,15.3,33.1,3,37.7,2021-03-29
28.5,23.0,24.84,44093.09,41601.57,5.96,0.0,0.0,17.8,36.7,3,38.8,2021-03-30
28.4,23.5,22.46,44141.53,41648.8,5.45,0.2,0.2,18.3,38.5,3,36.6,2021-03-31
28.7,24.6,25.42,44190.07,41696.02,6.3,0.0,0.0,20.7,46.4,4,36.8,2021-04-01
27.9,22.0,25.87,44238.67,41743.22,6.48,0.0,0.0,19.7,43.9,4,36.2,2021-04-02
27.9,21.7,25.96,44287.31,41790.34,6.31,0.0,0.0,17.1,39.6,4,36.8,2021-04-03
28.0,22.6,22.72,44335.95,41837.38,5.29,0.8,0.8,14.5,30.6,4,37.1,2021-04-04
28.3,24.2,22.25,44384.56,41884.29,5.27,0.5,0.5,14.3,36.4,4,37.9,2021-04-05
28.4,25.0,22.82,44433.12,41931.05,5.59,1.7,1.7,14.8,33.5,4,37.0,2021-04-06
27.8,24.7,21.95,44481.57,41977.62,5.37,2.8,2.8,18.0,38.9,4,35.7,2021-04-07
28.1,24.6,22.09,44529.89,42023.97,5.3,0.9,0.9,12.1,30.2,4,36.7,2021-04-08
28.2,24.8,21.98,44578.06,42070.09,5.26,2.2,2.2,14.1,32.4,4,36.4,2021-04-09
28.4,24.7,23.83,44626.03,42115.91,5.99,0.1,0.1,16.0,37.8,4,35.7,2021-04-10
28.2,24.2,23.2,44673.77,42161.44,5.79,0.8,0.8,16.7,39.6,4,36.1,2021-04-11
28.1,22.8,22.9,44721.25,42206.62,5.32,1.4,1.4,12.2,26.6,4,38.2,2021-04-12
27.9,24.3,19.07,44768.43,42251.43,4.09,3.0,3.0,11.3,34.6,4,36.6,2021-04-13
28.5,25.2,20.8,44815.27,41015.96,4.65,2.1,2.1,10.7,37.8,4,37.6,2021-04-14
28.3,24.8,20.23,44861.73,42036.66,4.67,1.2,1.2,13.0,32.8,4,37.3,2021-04-15
28.5,24.2,24.29,44907.79,42383.34,5.69,0.1,0.1,16.3,33.8,4,38.5,2021-04-16
27.9,22.6,24.14,44953.4,42426.35,5.46,0.0,0.0,15.6,38.9,4,38.4,2021-04-17
29.0,24.7,23.96,44998.54,42468.82,5.41,0.6,0.6,12.6,27.0,4,38.9,2021-04-18
28.5,24.6,23.07,45043.46,41621.62,5.51,2.6,2.6,18.9,41.4,4,36.3,2021-04-19
28.2,24.6,21.6,45088.31,37945.56,4.99,3.1,3.1,20.4,47.2,4,37.6,2021-04-20
28.3,25.3,20.14,45133.05,36728.77,4.69,1.9,1.9,23.2,49.0,4,37.1,2021-04-21
28.6,25.8,23.98,45177.66,42576.2,5.31,3.2,3.2,17.4,38.9,4,38.1,2021-04-22
28.7,24.8,24.95,45222.09,42585.52,5.63,0.3,0.3,14.2,34.9,4,37.4,2021-04-23
28.5,24.5,26.03,45266.3,42595.05,6.15,0.1,0.1,17.7,40.0,4,36.3,2021-04-24
28.5,24.5,24.22,45310.28,42604.8,5.7,1.0,1.0,13.0,32.4,4,36.5,2021-04-25
27.3,25.6,15.9,45353.98,32451.0,3.91,1.3,1.3,14.0,34.2,4,33.3,2021-04-26
27.3,24.5,19.13,45397.36,42624.96,4.75,1.2,1.2,17.4,38.2,4,34.5,2021-04-27
27.5,23.4,20.85,45440.39,42635.41,4.86,1.4,1.4,14.7,29.9,4,35.9,2021-04-28
28.4,24.7,24.27,45483.04,42646.1,5.37,0.2,0.2,11.2,28.1,4,38.1,2021-04-29
28.9,24.8,22.61,45525.25,42657.05,5.14,1.9,1.9,13.0,25.6,4,38.5,2021-04-30
29.0,24.2,25.51,45567.01,42668.27,5.93,0.0,0.0,17.9,38.9,5,39.0,2021-05-01
29.0,23.8,27.12,45608.26,42679.77,6.64,0.0,0.0,20.9,46.1,5,38.9,2021-05-02
29.1,23.9,23.86,45648.96,42691.56,5.98,0.0,0.0,20.5,54.4,5,36.7,2021-05-03
29.6,25.9,24.11,45689.09,42703.64,5.98,0.4,0.4,23.0,54.0,5,37.1,2021-05-04
30.3,25.7,24.97,45728.6,42716.04,6.48,0.0,0.0,21.0,50.4,5,38.6,2021-05-05
30.1,26.0,24.62,45767.43,42728.74,6.09,0.4,0.4,18.7,52.9,5,38.6,2021-05-06
29.9,26.3,21.41,45805.57,42741.76,5.46,0.9,0.9,19.1,45.0,5,37.6,2021-05-07
30.1,25.9,21.34,45842.96,42755.12,5.42,0.1,0.1,17.6,39.6,5,38.5,2021-05-08
30.7,26.4,22.64,45879.84,42768.93,6.07,0.1,0.1,19.9,44.6,5,39.3,2021-05-09
30.2,26.9,20.08,45916.35,42783.16,5.27,0.1,0.1,16.9,38.9,5,37.7,2021-05-10
30.1,26.5,18.72,45952.45,35685.72,5.15,0.8,0.8,16.5,40.7,5,38.8,2021-05-11
30.5,26.6,23.46,45988.09,42812.82,6.4,0.5,0.5,19.7,44.6,5,37.6,2021-05-12
30.7,26.9,26.09,46023.26,42828.17,6.99,0.0,0.0,22.0,49.3,5,38.5,2021-05-13
30.2,26.3,23.73,46057.92,42843.84,6.31,0.3,0.3,21.4,48.6,5,38.1,2021-05-14
30.4,27.0,23.15,46092.02,42859.79,6.24,0.2,0.2,21.5,49.0,5,38.2,2021-05-15
30.9,26.4,24.67,46125.54,42875.98,6.72,0.7,0.7,19.6,46.1,5,39.5,2021-05-16
30.9,26.0,24.6,46158.45,42892.4,6.65,0.1,0.1,20.7,46.8,5,39.4,2021-05-17
30.5,27.0,22.46,46190.7,42909.0,6.07,0.5,0.5,19.2,47.5,5,38.6,2021-05-18
